season,year,rank,name,team,basic_obpr,basic_dbpr,basic_bpr,basic_poss,basic_box_obpr,basic_box_dbpr,basic_box_bpr,basic_adj_team_off_eff,basic_adj_team_def_eff,basic_adj_team_eff_margin,basic_plus_minus,basic_players,basic_color_o,basic_color_d,basic_color_diff,player_name_join,advanced_obpr,advanced_dbpr,advanced_bpr,advanced_poss,advanced_box_obpr,advanced_box_dbpr,advanced_box_bpr,advanced_adj_team_off_eff,advanced_adj_team_def_eff,advanced_adj_team_eff_margin,advanced_plus_minus,advanced_position,advanced_role,advanced_class,advanced_players,advanced_color_o,advanced_color_d,advanced_color_diff
2012-13,2013,1,Trey Burke,Michigan,8.26859,2.71964,10.98823,2142,8.11637994014189,2.55465975782872,10.6710396979706,123.452191487061,88.6158223017723,34.8363691852889,407,1463200,#FF9D23,#FFD29A,#FF9D23,trey burke,8.26859,2.71964,10.98823,2142,8.11637994014189,2.55465975782872,10.6710396979706,123.452191487061,88.6158223017723,34.8363691852889,407,1.06275526724841,1.0,,1463200,#FF9D23,#FFD29A,#FF9D23
2012-13,2013,2,Otto Porter,Georgetown,5.44179,4.35047,9.79226,1680,5.53979585155773,3.01660032755673,8.55639617911446,109.447727970246,80.3294673085163,29.1182606617292,266,1465602,#FFBF6E,#FFB85E,#FFA83B,otto porter,5.44179,4.35047,9.79226,1680,5.53979585155773,3.01660032755673,8.55639617911446,109.447727970246,80.3294673085163,29.1182606617292,266,3.58644869578136,1.72908997946684,,1465602,#FFBF6E,#FFB85E,#FFA83B
2012-13,2013,3,Victor Oladipo,Indiana,5.37222,4.29968,9.6719,1698,5.95343983574772,3.48465883870738,9.43809867445511,122.326524149067,82.4049076838898,39.9216164651775,453,1462668,#FFBF70,#FFB960,#FFA93D,victor oladipo,5.37222,4.29968,9.6719,1698,5.95343983574772,3.48465883870738,9.43809867445511,122.326524149067,82.4049076838898,39.9216164651775,453,3.07420532301514,1.94863302782791,,1462668,#FFBF70,#FFB960,#FFA93D
2012-13,2013,4,Mike Muscala,Bucknell,5.74282,3.89972,9.64254,1651,5.52845805234272,3.23620275202179,8.76466080436451,112.398780797596,86.5624752151581,25.8363055824383,406,1462673,#FFBB66,#FFBF6F,#FFA93E,mike muscala,5.74282,3.89972,9.64254,1651,5.52845805234272,3.23620275202179,8.76466080436451,112.398780797596,86.5624752151581,25.8363055824383,406,5.0,1.14062597007455,,1462673,#FFBB66,#FFBF6F,#FFA93E
2012-13,2013,5,Tray Woodall,Pittsburgh,6.72076,2.73823,9.45899,1460,6.76838114673038,1.4809847648277,8.24936591155808,118.280567074895,82.2935157508381,35.9870513240572,405,1463055,#FFB04C,#FFD29A,#FFAB41,tray woodall,6.72076,2.73823,9.45899,1460,6.76838114673038,1.4809847648277,8.24936591155808,118.280567074895,82.2935157508381,35.9870513240572,405,1.09979645396277,1.0,,1463055,#FFB04C,#FFD29A,#FFAB41
2012-13,2013,6,Cody Zeller,Indiana,6.05789,3.39841,9.4563,1773,4.98376961116306,2.27213875402225,7.25590836518531,123.463087668003,83.9203662903748,39.5427213776287,482,1462670,#FFB75E,#FFC781,#FFAB42,cody zeller,6.05789,3.39841,9.4563,1773,4.98376961116306,2.27213875402225,7.25590836518531,123.463087668003,83.9203662903748,39.5427213776287,482,4.6855502683295,2.42846737386525,,1462670,#FFB75E,#FFC781,#FFAB42
2012-13,2013,7,Pierre Jackson,Baylor,7.83618,1.58698,9.42316,2140,7.40092490237853,1.02402197489243,8.42494687727096,116.584436273034,89.709534470432,26.8749018026015,340,1462935,#FFA32E,#FFE5C4,#FFAB42,pierre jackson,7.83618,1.58698,9.42316,2140,7.40092490237853,1.02402197489243,8.42494687727096,116.584436273034,89.709534470432,26.8749018026015,340,1.21195326028943,1.0,,1462935,#FFA32E,#FFE5C4,#FFAB42
2012-13,2013,8,Michael Carter-Williams,Syracuse,4.8833,4.18505,9.06835,2300,4.89639995451986,3.74022221228906,8.63662216680892,112.522936224651,80.6908755618169,31.832060662834,431,1465905,#FFC57D,#FFBA65,#FFAE49,michael carterwilliams,4.8833,4.18505,9.06835,2300,4.89639995451986,3.74022221228906,8.63662216680892,112.522936224651,80.6908755618169,31.832060662834,431,1.0,1.0,,1465905,#FFC57D,#FFBA65,#FFAE49
2012-13,2013,9,Kentavious Caldwell-Pope,Georgia,4.74613,3.73489,8.48102,1720,4.64615255356845,3.14643773204256,7.79259028561101,100.697710889789,88.5569231742579,12.1407877155309,78,1462918,#FFC780,#FFC275,#FFB455,kentavious caldwellpope,4.74613,3.73489,8.48102,1720,4.64615255356845,3.14643773204256,7.79259028561101,100.697710889789,88.5569231742579,12.1407877155309,78,2.86299526036075,1.0,,1462918,#FFC780,#FFC275,#FFB455
2012-13,2013,10,Aaron Craft,Ohio State,4.82284,3.62559,8.44843,1994,3.56833878428704,2.4766771361194,6.04501592040643,116.400939044596,83.3402168112955,33.0607222333001,380,1442144,#FFC67E,#FFC479,#FFB456,aaron craft,4.82284,3.62559,8.44843,1994,3.56833878428704,2.4766771361194,6.04501592040643,116.400939044596,83.3402168112955,33.0607222333001,380,1.00970851845095,2.06665996854135,,1442144,#FFC67E,#FFC479,#FFB456
